0,309,320,tiger.png,920,800
1,316,392,tiger.png,920,800
2,326,456,tiger.png,920,800
3,342,501,tiger.png,920,800
4,369,528,tiger.png,920,800
5,384,544,tiger.png,920,800
6,409,561,tiger.png,920,800
7,436,572,tiger.png,920,800
8,463,580,tiger.png,920,800
9,490,573,tiger.png,920,800
10,518,561,tiger.png,920,800
11,539,543,tiger.png,920,800
12,558,528,tiger.png,920,800
13,595,498,tiger.png,920,800
14,604,455,tiger.png,920,800
15,608,391,tiger.png,920,800
16,613,328,tiger.png,920,800
17,339,277,tiger.png,920,800
18,367,265,tiger.png,920,800
19,392,259,tiger.png,920,800
20,415,266,tiger.png,920,800
21,434,279,tiger.png,920,800
22,482,278,tiger.png,920,800
23,498,266,tiger.png,920,800
24,531,258,tiger.png,920,800
25,550,265,tiger.png,920,800
26,581,276,tiger.png,920,800
27,459,303,tiger.png,920,800
28,460,328,tiger.png,920,800
29,462,370,tiger.png,920,800
30,461,421,tiger.png,920,800
31,416,445,tiger.png,920,800
32,434,461,tiger.png,920,800
33,459,464,tiger.png,920,800
34,487,461,tiger.png,920,800
35,507,445,tiger.png,920,800
36,371,305,tiger.png,920,800
37,387,297,tiger.png,920,800
38,409,301,tiger.png,920,800
39,415,323,tiger.png,920,800
40,393,326,tiger.png,920,800
41,375,319,tiger.png,920,800
42,512,303,tiger.png,920,800
43,526,296,tiger.png,920,800
44,545,302,tiger.png,920,800
45,537,319,tiger.png,920,800
46,521,324,tiger.png,920,800
47,510,319,tiger.png,920,800
48,401,511,tiger.png,920,800
49,420,495,tiger.png,920,800
50,442,489,tiger.png,920,800
51,461,486,tiger.png,920,800
52,485,493,tiger.png,920,800
53,507,502,tiger.png,920,800
54,521,513,tiger.png,920,800
55,513,534,tiger.png,920,800
56,492,540,tiger.png,920,800
57,461,543,tiger.png,920,800
58,428,542,tiger.png,920,800
59,415,536,tiger.png,920,800
60,426,512,tiger.png,920,800
61,441,509,tiger.png,920,800
62,461,509,tiger.png,920,800
63,486,511,tiger.png,920,800
64,499,520,tiger.png,920,800
65,478,523,tiger.png,920,800
66,461,524,tiger.png,920,800
67,439,524,tiger.png,920,800
68,313,278,tiger.png,920,800
69,335,238,tiger.png,920,800
70,389,203,tiger.png,920,800
71,460,189,tiger.png,920,800
72,538,209,tiger.png,920,800
73,583,239,tiger.png,920,800
74,609,278,tiger.png,920,800
